12.3	-98.79	0.0 5.8
13.01	-98.79	0.0 5.8
13.71	-98.79	0.0 5.8
14.41	-98.79	0.0 5.8
15.12	-98.79	0.0 5.8
15.82	-98.79	0.0 5.8
16.52	-98.79	0.0 5.8
17.23	-98.79	0.0 5.8
17.93	-98.79	0.0 5.8
18.63	-98.79	0.0 5.8
19.34	-98.79	0.0 5.8
20.04	-98.79	0.0 5.8
20.74	-98.79	0.0 5.8
21.45	-98.79	0.0 5.8
22.15	-98.79	0.0 5.8
22.85	-98.79	0.0 5.8
23.55	-98.79	0.0 5.8
24.26	-98.79	0.0 5.8
24.96	-98.79	0.0 5.8
5.27	-98.09	0.0 5.8
5.98	-98.09	0.0 5.8
6.68	-98.09	0.0 5.8
7.38	-98.09	0.0 5.8
8.09	-98.09	0.0 5.8
8.79	-98.09	0.0 5.8
9.49	-98.09	0.0 5.8
10.2	-98.09	0.0 5.8
10.9	-98.09	0.0 5.8
11.6	-98.09	0.0 5.8
12.3	-98.09	0.0 5.8
13.01	-98.09	0.0 5.8
13.71	-98.09	0.0 5.8
14.41	-98.09	0.0 5.8
15.12	-98.09	0.0 5.8
15.82	-98.09	0.0 5.8
16.52	-98.09	0.0 5.8
17.23	-98.09	0.0 5.8
17.93	-98.09	0.0 5.8
18.63	-98.09	0.0 5.8
19.34	-98.09	0.0 5.8
20.04	-98.09	0.0 5.8
20.74	-98.09	0.0 5.8
21.45	-98.09	0.0 5.8
22.15	-98.09	0.0 5.8
22.85	-98.09	0.0 5.8
23.55	-98.09	0.0 5.8
24.26	-98.09	0.0 5.8
24.96	-98.09	0.0 5.8
5.27	-97.38	0.0 5.8
5.98	-97.38	0.0 5.8
6.68	-97.38	0.0 5.8
7.38	-97.38	0.0 5.8
8.09	-97.38	0.0 5.8
8.79	-97.38	0.0 5.8
9.49	-97.38	0.0 5.8
10.2	-97.38	0.0 5.8
10.9	-97.38	0.0 5.8
11.6	-97.38	0.0 5.8
12.3	-97.38	0.0 5.8
13.01	-97.38	0.0 5.8
13.71	-97.38	0.0 5.8
14.41	-97.38	0.0 5.8
15.12	-97.38	0.0 5.8
15.82	-97.38	0.0 5.8
16.52	-97.38	0.0 5.8
17.23	-97.38	0.0 5.8
17.93	-97.38	0.0 5.8
18.63	-97.38	0.0 5.8
19.34	-97.38	0.0 5.8
20.04	-97.38	0.0 5.8
20.74	-97.38	0.0 5.8
21.45	-97.38	0.0 5.8
22.15	-97.38	0.0 5.8
22.85	-97.38	0.0 5.8
23.55	-97.38	0.0 5.8
24.26	-97.38	0.0 5.8
24.96	-97.38	0.0 5.8
5.27	-96.68	0.0 5.8
5.98	-96.68	0.0 5.8
6.68	-96.68	0.0 5.8
7.38	-96.68	0.0 5.8
8.09	-96.68	0.0 5.8
8.79	-96.68	0.0 5.8
9.49	-96.68	0.0 5.8
10.2	-96.68	0.0 5.8
10.9	-96.68	0.0 5.8
11.6	-96.68	0.0 5.8
12.3	-96.68	0.0 5.8
13.01	-96.68	0.0 5.8
13.71	-96.68	0.0 5.8
14.41	-96.68	0.0 5.8
15.12	-96.68	0.0 5.8
15.82	-96.68	0.0 5.8
16.52	-96.68	0.0 5.8
17.23	-96.68	0.0 5.8
17.93	-96.68	0.0 5.8
18.63	-96.68	0.0 5.8
19.34	-96.68	0.0 5.8
20.04	-96.68	0.0 5.8
20.74	-96.68	0.0 5.8
21.45	-96.68	0.0 5.8
22.15	-96.68	0.0 5.8
22.85	-96.68	0.0 5.8
23.55	-96.68	0.0 5.8
24.26	-96.68	0.0 5.8
24.96	-96.68	0.0 5.8
5.27	-95.98	0.0 5.8
5.98	-95.98	0.0 5.8
6.68	-95.98	0.0 5.8
7.38	-95.98	0.0 5.8
8.09	-95.98	0.0 5.8
8.79	-95.98	0.0 5.8
9.49	-95.98	0.0 5.8
10.2	-95.98	0.0 5.8
10.9	-95.98	0.0 5.8
11.6	-95.98	0.0 5.8
12.3	-95.98	0.0 5.8
13.01	-95.98	0.0 5.8
13.71	-95.98	0.0 5.8
14.41	-95.98	0.0 5.8
15.12	-95.98	0.0 5.8
15.82	-95.98	0.0 5.8
16.52	-95.98	0.0 5.8
17.23	-95.98	0.0 5.8
17.93	-95.98	0.0 5.8
18.63	-95.98	0.0 5.8
19.34	-95.98	0.0 5.8
20.04	-95.98	0.0 5.8
20.74	-95.98	0.0 5.8
21.45	-95.98	0.0 5.8
22.15	-95.98	0.0 5.8
22.85	-95.98	0.0 5.8
23.55	-95.98	0.0 5.8
24.26	-95.98	0.0 5.8
24.96	-95.98	0.0 5.8
5.27	-95.27	0.0 5.8
5.98	-95.27	0.0 5.8
6.68	-95.27	0.0 5.8
7.38	-95.27	0.0 5.8
8.09	-95.27	0.0 5.8
8.79	-95.27	0.0 5.8
9.49	-95.27	0.0 5.8
10.2	-95.27	0.0 5.8
10.9	-95.27	0.0 5.8
11.6	-95.27	0.0 5.8
12.3	-95.27	0.0 5.8
13.01	-95.27	0.0 5.8
13.71	-95.27	0.0 5.8
14.41	-95.27	0.0 5.8
15.12	-95.27	0.0 5.8
15.82	-95.27	0.0 5.8
16.52	-95.27	0.0 5.8
17.23	-95.27	0.0 5.8
17.93	-95.27	0.0 5.8
18.63	-95.27	0.0 5.8
19.34	-95.27	0.0 5.8
20.04	-95.27	0.0 5.8
20.74	-95.27	0.0 5.8
21.45	-95.27	0.0 5.8
22.15	-95.27	0.0 5.8
22.85	-95.27	0.0 5.8
23.55	-95.27	0.0 5.8
24.26	-95.27	0.0 5.8
24.96	-95.27	0.0 5.8
5.27	-94.57	0.0 5.8
5.98	-94.57	0.0 5.8
6.68	-94.57	0.0 5.8
7.38	-94.57	0.0 5.8
8.09	-94.57	0.0 5.8
8.79	-94.57	0.0 5.8
9.49	-94.57	0.0 5.8
10.2	-94.57	0.0 5.8
10.9	-94.57	0.0 5.8
11.6	-94.57	0.0 5.8
12.3	-94.57	0.0 5.8
13.01	-94.57	0.0 5.8
13.71	-94.57	0.0 5.8
14.41	-94.57	0.0 5.8
15.12	-94.57	0.0 5.8
15.82	-94.57	0.0 5.8
16.52	-94.57	0.0 5.8
17.23	-94.57	0.0 5.8
17.93	-94.57	0.0 5.8
18.63	-94.57	0.0 5.8
19.34	-94.57	0.0 5.8
20.04	-94.57	0.0 5.8
20.74	-94.57	0.0 5.8
21.45	-94.57	0.0 5.8
22.15	-94.57	0.0 5.8
22.85	-94.57	0.0 5.8
23.55	-94.57	0.0 5.8
24.26	-94.57	0.0 5.8
24.96	-94.57	0.0 5.8
5.27	-93.87	0.0 5.8
5.98	-93.87	0.0 5.8
6.68	-93.87	0.0 5.8
7.38	-93.87	0.0 5.8
8.09	-93.87	0.0 5.8
8.79	-93.87	0.0 5.8
9.49	-93.87	0.0 5.8
10.2	-93.87	0.0 5.8
10.9	-93.87	0.0 5.8
11.6	-93.87	0.0 5.8
12.3	-93.87	0.0 5.8
13.01	-93.87	0.0 5.8
13.71	-93.87	0.0 5.8
14.41	-93.87	0.0 5.8
15.12	-93.87	0.0 5.8
15.82	-93.87	0.0 5.8
16.52	-93.87	0.0 5.8
17.23	-93.87	0.0 5.8
17.93	-93.87	0.0 5.8
18.63	-93.87	0.0 5.8
19.34	-93.87	0.0 5.8
20.04	-93.87	0.0 5.8
20.74	-93.87	0.0 5.8
21.45	-93.87	0.0 5.8
22.15	-93.87	0.0 5.8
22.85	-93.87	0.0 5.8
23.55	-93.87	0.0 5.8
24.26	-93.87	0.0 5.8
24.96	-93.87	0.0 5.8
5.27	-93.16	0.0 5.8
5.98	-93.16	0.0 5.8
6.68	-93.16	0.0 5.8
7.38	-93.16	0.0 5.8
8.09	-93.16	0.0 5.8
8.79	-93.16	0.0 5.8
9.49	-93.16	0.0 5.8
10.2	-93.16	0.0 5.8
10.9	-93.16	0.0 5.8
11.6	-93.16	0.0 5.8
12.3	-93.16	0.0 5.8
13.01	-93.16	0.0 5.8
13.71	-93.16	0.0 5.8
14.41	-93.16	0.0 5.8
15.12	-93.16	0.0 5.8
15.82	-93.16	0.0 5.8
16.52	-93.16	0.0 5.8
17.23	-93.16	0.0 5.8
17.93	-93.16	0.0 5.8
18.63	-93.16	0.0 5.8
19.34	-93.16	0.0 5.8
20.04	-93.16	0.0 5.8
20.74	-93.16	0.0 5.8
21.45	-93.16	0.0 5.8
22.15	-93.16	0.0 5.8
22.85	-93.16	0.0 5.8
23.55	-93.16	0.0 5.8
24.26	-93.16	0.0 5.8
24.96	-93.16	0.0 5.8
5.27	-92.46	0.0 5.8
5.98	-92.46	0.0 5.8
6.68	-92.46	0.0 5.8
7.38	-92.46	0.0 5.8
8.09	-92.46	0.0 5.8
8.79	-92.46	0.0 5.8
9.49	-92.46	0.0 5.8
10.2	-92.46	0.0 5.8
10.9	-92.46	0.0 5.8
11.6	-92.46	0.0 5.8
12.3	-92.46	0.0 5.8
13.01	-92.46	0.0 5.8
13.71	-92.46	0.0 5.8
14.41	-92.46	0.0 5.8
15.12	-92.46	0.0 5.8
15.82	-92.46	0.0 5.8
16.52	-92.46	0.0 5.8
17.23	-92.46	0.0 5.8
17.93	-92.46	0.0 5.8
18.63	-92.46	0.0 5.8
19.34	-92.46	0.0 5.8
20.04	-92.46	0.0 5.8
20.74	-92.46	0.0 5.8
21.45	-92.46	0.0 5.8
22.15	-92.46	0.0 5.8
22.85	-92.46	0.0 5.8
23.55	-92.46	0.0 5.8
24.26	-92.46	0.0 5.8
24.96	-92.46	0.0 5.8
5.27	-91.76	0.0 5.8
5.98	-91.76	0.0 5.8
6.68	-91.76	0.0 5.8
7.38	-91.76	0.0 5.8
8.09	-91.76	0.0 5.8
8.79	-91.76	0.0 5.8
9.49	-91.76	0.0 5.8
10.2	-91.76	0.0 5.8
10.9	-91.76	0.0 5.8
11.6	-91.76	0.0 5.8
12.3	-91.76	0.0 5.8
13.01	-91.76	0.0 5.8
13.71	-91.76	0.0 5.8
14.41	-91.76	0.0 5.8
15.12	-91.76	0.0 5.8
15.82	-91.76	0.0 5.8
16.52	-91.76	0.0 5.8
17.23	-91.76	0.0 5.8
17.93	-91.76	0.0 5.8
18.63	-91.76	0.0 5.8
19.34	-91.76	0.0 5.8
20.04	-91.76	0.0 5.8
20.74	-91.76	0.0 5.8
21.45	-91.76	0.0 5.8
22.15	-91.76	0.0 5.8
22.85	-91.76	0.0 5.8
23.55	-91.76	0.0 5.8
24.26	-91.76	0.0 5.8
24.96	-91.76	0.0 5.8
5.27	-91.05	0.0 5.8
5.98	-91.05	0.0 5.8
6.68	-91.05	0.0 5.8
7.38	-91.05	0.0 5.8
8.09	-91.05	0.0 5.8
8.79	-91.05	0.0 5.8
9.49	-91.05	0.0 5.8
10.2	-91.05	0.0 5.8
10.9	-91.05	0.0 5.8
11.6	-91.05	0.0 5.8
12.3	-91.05	0.0 5.8
13.01	-91.05	0.0 5.8
13.71	-91.05	0.0 5.8
14.41	-91.05	0.0 5.8
15.12	-91.05	0.0 5.8
15.82	-91.05	0.0 5.8
16.52	-91.05	0.0 5.8
17.23	-91.05	0.0 5.8
17.93	-91.05	0.0 5.8
18.63	-91.05	0.0 5.8
19.34	-91.05	0.0 5.8
20.04	-91.05	0.0 5.8
20.74	-91.05	0.0 5.8
21.45	-91.05	0.0 5.8
22.15	-91.05	0.0 5.8
22.85	-91.05	0.0 5.8
23.55	-91.05	0.0 5.8
24.26	-91.05	0.0 5.8
24.96	-91.05	0.0 5.8
5.27	-90.35	0.0 5.8
5.98	-90.35	0.0 5.8
6.68	-90.35	0.0 5.8
7.38	-90.35	0.0 5.8
8.09	-90.35	0.0 5.8
8.79	-90.35	0.0 5.8
9.49	-90.35	0.0 5.8
10.2	-90.35	0.0 5.8
10.9	-90.35	0.0 5.8
11.6	-90.35	0.0 5.8
12.3	-90.35	0.0 5.8
13.01	-90.35	0.0 5.8
13.71	-90.35	0.0 5.8
14.41	-90.35	0.0 5.8
15.12	-90.35	0.0 5.8
15.82	-90.35	0.0 5.8
16.52	-90.35	0.0 5.8
17.23	-90.35	0.0 5.8
17.93	-90.35	0.0 5.8
18.63	-90.35	0.0 5.8
19.34	-90.35	0.0 5.8
20.04	-90.35	0.0 5.8
20.74	-90.35	0.0 5.8
21.45	-90.35	0.0 5.8
22.15	-90.35	0.0 5.8
22.85	-90.35	0.0 5.8
23.55	-90.35	0.0 5.8
24.26	-90.35	0.0 5.8
24.96	-90.35	0.0 5.8
5.27	-89.65	0.0 5.8
5.98	-89.65	0.0 5.8
6.68	-89.65	0.0 5.8
7.38	-89.65	0.0 5.8
8.09	-89.65	0.0 5.8
8.79	-89.65	0.0 5.8
9.49	-89.65	0.0 5.8
10.2	-89.65	0.0 5.8
10.9	-89.65	0.0 5.8
11.6	-89.65	0.0 5.8
12.3	-89.65	0.0 5.8
13.01	-89.65	0.0 5.8
13.71	-89.65	0.0 5.8
14.41	-89.65	0.0 5.8
15.12	-89.65	0.0 5.8
15.82	-89.65	0.0 5.8
16.52	-89.65	0.0 5.8
17.23	-89.65	0.0 5.8
17.93	-89.65	0.0 5.8
18.63	-89.65	0.0 5.8
19.34	-89.65	0.0 5.8
20.04	-89.65	0.0 5.8
20.74	-89.65	0.0 5.8
21.45	-89.65	0.0 5.8
22.15	-89.65	0.0 5.8
22.85	-89.65	0.0 5.8
23.55	-89.65	0.0 5.8
24.26	-89.65	0.0 5.8
24.96	-89.65	0.0 5.8
5.27	-88.95	0.0 5.8
5.98	-88.95	0.0 5.8
6.68	-88.95	0.0 5.8
7.38	-88.95	0.0 5.8
8.09	-88.95	0.0 5.8
8.79	-88.95	0.0 5.8
9.49	-88.95	0.0 5.8
10.2	-88.95	0.0 5.8
10.9	-88.95	0.0 5.8
11.6	-88.95	0.0 5.8
12.3	-88.95	0.0 5.8
13.01	-88.95	0.0 5.8
13.71	-88.95	0.0 5.8
14.41	-88.95	0.0 5.8
15.12	-88.95	0.0 5.8
15.82	-88.95	0.0 5.8
16.52	-88.95	0.0 5.8
17.23	-88.95	0.0 5.8
17.93	-88.95	0.0 5.8
18.63	-88.95	0.0 5.8
19.34	-88.95	0.0 5.8
20.04	-88.95	0.0 5.8
20.74	-88.95	0.0 5.8
21.45	-88.95	0.0 5.8
22.15	-88.95	0.0 5.8
22.85	-88.95	0.0 5.8
23.55	-88.95	0.0 5.8
24.26	-88.95	0.0 5.8
24.96	-88.95	0.0 5.8
5.27	-88.24	0.0 5.8
5.98	-88.24	0.0 5.8
6.68	-88.24	0.0 5.8
7.38	-88.24	0.0 5.8
8.09	-88.24	0.0 5.8
8.79	-88.24	0.0 5.8
9.49	-88.24	0.0 5.8
10.2	-88.24	0.0 5.8
10.9	-88.24	0.0 5.8
11.6	-88.24	0.0 5.8
12.3	-88.24	0.0 5.8
13.01	-88.24	0.0 5.8
13.71	-88.24	0.0 5.8
14.41	-88.24	0.0 5.8
15.12	-88.24	0.0 5.8
15.82	-88.24	0.0 5.8
16.52	-88.24	0.0 5.8
17.23	-88.24	0.0 5.8
17.93	-88.24	0.0 5.8
18.63	-88.24	0.0 5.8
19.34	-88.24	0.0 5.8
20.04	-88.24	0.0 5.8
20.74	-88.24	0.0 5.8
21.45	-88.24	0.0 5.8
22.15	-88.24	0.0 5.8
22.85	-88.24	0.0 5.8
23.55	-88.24	0.0 5.8
24.26	-88.24	0.0 5.8
24.96	-88.24	0.0 5.8
5.27	-87.54	0.0 5.8
5.98	-87.54	0.0 5.8
6.68	-87.54	0.0 5.8
7.38	-87.54	0.0 5.8
8.09	-87.54	0.0 5.8
8.79	-87.54	0.0 5.8
9.49	-87.54	0.0 5.8
10.2	-87.54	0.0 5.8
10.9	-87.54	0.0 5.8
11.6	-87.54	0.0 5.8
12.3	-87.54	0.0 5.8
13.01	-87.54	0.0 5.8
13.71	-87.54	0.0 5.8
14.41	-87.54	0.0 5.8
15.12	-87.54	0.0 5.8
15.82	-87.54	0.0 5.8
16.52	-87.54	0.0 5.8
17.23	-87.54	0.0 5.8
17.93	-87.54	0.0 5.8
18.63	-87.54	0.0 5.8
19.34	-87.54	0.0 5.8
20.04	-87.54	0.0 5.8
20.74	-87.54	0.0 5.8
21.45	-87.54	0.0 5.8
22.15	-87.54	0.0 5.8
22.85	-87.54	0.0 5.8
23.55	-87.54	0.0 5.8
24.26	-87.54	0.0 5.8
24.96	-87.54	0.0 5.8
5.27	-86.84	0.0 5.8
5.98	-86.84	0.0 5.8
6.68	-86.84	0.0 5.8
7.38	-86.84	0.0 5.8
8.09	-86.84	0.0 5.8
8.79	-86.84	0.0 5.8
9.49	-86.84	0.0 5.8
10.2	-86.84	0.0 5.8
10.9	-86.84	0.0 5.8
11.6	-86.84	0.0 5.8
12.3	-86.84	0.0 5.8
13.01	-86.84	0.0 5.8
13.71	-86.84	0.0 5.8
14.41	-86.84	0.0 5.8
15.12	-86.84	0.0 5.8
15.82	-86.84	0.0 5.8
16.52	-86.84	0.0 5.8
17.23	-86.84	0.0 5.8
17.93	-86.84	0.0 5.8
18.63	-86.84	0.0 5.8
19.34	-86.84	0.0 5.8
20.04	-86.84	0.0 5.8
20.74	-86.84	0.0 5.8
21.45	-86.84	0.0 5.8
22.15	-86.84	0.0 5.8
22.85	-86.84	0.0 5.8
23.55	-86.84	0.0 5.8
24.26	-86.84	0.0 5.8
24.96	-86.84	0.0 5.8
5.27	-86.13	0.0 5.8
5.98	-86.13	0.0 5.8
6.68	-86.13	0.0 5.8
7.38	-86.13	0.0 5.8
8.09	-86.13	0.0 5.8
8.79	-86.13	0.0 5.8
9.49	-86.13	0.0 5.8
10.2	-86.13	0.0 5.8
10.9	-86.13	0.0 5.8
11.6	-86.13	0.0 5.8
12.3	-86.13	0.0 5.8
13.01	-86.13	0.0 5.8
13.71	-86.13	0.0 5.8
14.41	-86.13	0.0 5.8
15.12	-86.13	0.0 5.8
15.82	-86.13	0.0 5.8
16.52	-86.13	0.0 5.8
17.23	-86.13	0.0 5.8
17.93	-86.13	0.0 5.8
18.63	-86.13	0.0 5.8
19.34	-86.13	0.0 5.8
20.04	-86.13	0.0 5.8
20.74	-86.13	0.0 5.8
21.45	-86.13	0.0 5.8
22.15	-86.13	0.0 5.8
22.85	-86.13	0.0 5.8
23.55	-86.13	0.0 5.8
24.26	-86.13	0.0 5.8
24.96	-86.13	0.0 5.8
5.27	-85.43	0.0 5.8
5.98	-85.43	0.0 5.8
6.68	-85.43	0.0 5.8
7.38	-85.43	0.0 5.8
8.09	-85.43	0.0 5.8
8.79	-85.43	0.0 5.8
9.49	-85.43	0.0 5.8
10.2	-85.43	0.0 5.8
10.9	-85.43	0.0 5.8
11.6	-85.43	0.0 5.8
12.3	-85.43	0.0 5.8
13.01	-85.43	0.0 5.8
13.71	-85.43	0.0 5.8
14.41	-85.43	0.0 5.8
15.12	-85.43	0.0 5.8
15.82	-85.43	0.0 5.8
16.52	-85.43	0.0 5.8
17.23	-85.43	0.0 5.8
17.93	-85.43	0.0 5.8
18.63	-85.43	0.0 5.8
19.34	-85.43	0.0 5.8
20.04	-85.43	0.0 5.8
20.74	-85.43	0.0 5.8
21.45	-85.43	0.0 5.8
22.15	-85.43	0.0 5.8
22.85	-85.43	0.0 5.8
23.55	-85.43	0.0 5.8
24.26	-85.43	0.0 5.8
24.96	-85.43	0.0 5.8
5.27	-84.73	0.0 5.8
5.98	-84.73	0.0 5.8
6.68	-84.73	0.0 5.8
7.38	-84.73	0.0 5.8
8.09	-84.73	0.0 5.8
8.79	-84.73	0.0 5.8
9.49	-84.73	0.0 5.8
10.2	-84.73	0.0 5.8
10.9	-84.73	0.0 5.8
11.6	-84.73	0.0 5.8
12.3	-84.73	0.0 5.8
